;ESTACION;MAGNITUD;ANO;MES;DIA;VALOR;FECHA
43064;36;8;2019-;1;-18;72,0;2019-01-18
43196;49;8;2019-;1;-18;52,0;2019-01-18
42916;18;1;2019-;1;-18;13,0;2019-01-18
42912;17;14;2019-;1;-18;16,0;2019-01-18
43312;57;7;2019-;1;-18;29,0;2019-01-18
42908;17;12;2019-;1;-18;190,0;2019-01-18
42952;18;35;2019-;1;-18;0,3;2019-01-18
43232;54;8;2019-;1;-18;64,0;2019-01-18
43032;35;6;2019-;1;-18;0,2;2019-01-18
43120;39;8;2019-;1;-18;72,0;2019-01-18
42904;17;8;2019-;1;-18;63,0;2019-01-18
42804;8;7;2019-;1;-18;72,0;2019-01-18
42900;17;7;2019-;1;-18;83,0;2019-01-18
43260;55;20;2019-;1;-18;0,9;2019-01-18
42896;17;1;2019-;1;-18;6,0;2019-01-18
42788;4;8;2019-;1;-18;57,0;2019-01-18
43116;39;7;2019-;1;-18;76,0;2019-01-18
42892;16;14;2019-;1;-18;14,0;2019-01-18
43336;58;12;2019-;1;-18;58,0;2019-01-18
42792;4;12;2019-;1;-18;169,0;2019-01-18
43212;50;8;2019-;1;-18;67,0;2019-01-18
43132;40;1;2019-;1;-18;10,0;2019-01-18
43136;40;7;2019-;1;-18;61,0;2019-01-18
42940;18;14;2019-;1;-18;12,0;2019-01-18
42944;18;20;2019-;1;-18;1,4;2019-01-18
42936;18;12;2019-;1;-18;136,0;2019-01-18
43308;57;6;2019-;1;-18;0,4;2019-01-18
42932;18;10;2019-;1;-18;20,0;2019-01-18
43344;59;7;2019-;1;-18;27,0;2019-01-18
43280;55;44;2019-;1;-18;0,2;2019-01-18
43192;49;7;2019-;1;-18;45,0;2019-01-18
43240;54;14;2019-;1;-18;14,0;2019-01-18
43236;54;12;2019-;1;-18;124,0;2019-01-18
42928;18;8;2019-;1;-18;55,0;2019-01-18
42948;18;30;2019-;1;-18;0,5;2019-01-18
43024;27;14;2019-;1;-18;10,0;2019-01-18
45742;58;8;2019-;1;-19;27,0;2019-01-19
45406;24;35;2019-;1;-19;0,6;2019-01-19
45694;56;6;2019-;1;-19;0,4;2019-01-19
45422;27;7;2019-;1;-19;34,0;2019-01-19
45266;11;8;2019-;1;-19;66,0;2019-01-19
45718;57;6;2019-;1;-19;0,5;2019-01-19
45414;24;43;2019-;1;-19;1,35;2019-01-19
45774;60;8;2019-;1;-19;48,0;2019-01-19
45410;24;42;2019-;1;-19;1,46;2019-01-19
45782;60;12;2019-;1;-19;107,0;2019-01-19
45674;55;30;2019-;1;-19;0,4;2019-01-19
45418;24;44;2019-;1;-19;0,11;2019-01-19
45670;55;20;2019-;1;-19;1,1;2019-01-19
45230;8;12;2019-;1;-19;138,0;2019-01-19
45226;8;10;2019-;1;-19;27,0;2019-01-19
45710;56;14;2019-;1;-19;12,0;2019-01-19
45678;55;35;2019-;1;-19;0,3;2019-01-19
45350;18;14;2019-;1;-19;12,0;2019-01-19
45274;11;20;2019-;1;-19;3,5;2019-01-19
45206;8;1;2019-;1;-19;8,0;2019-01-19
45346;18;12;2019-;1;-19;79,0;2019-01-19
45310;17;7;2019-;1;-19;33,0;2019-01-19
45686;55;43;2019-;1;-19;1,69;2019-01-19
45342;18;10;2019-;1;-19;15,0;2019-01-19
45338;18;8;2019-;1;-19;45,0;2019-01-19
45334;18;7;2019-;1;-19;22,0;2019-01-19
45698;56;7;2019-;1;-19;62,0;2019-01-19
45202;4;12;2019-;1;-19;119,0;2019-01-19
45278;11;30;2019-;1;-19;0,9;2019-01-19
45330;18;6;2019-;1;-19;0,5;2019-01-19
45186;4;1;2019-;1;-19;12,0;2019-01-19
45306;17;1;2019-;1;-19;3,0;2019-01-19
45326;18;1;2019-;1;-19;11,0;2019-01-19
45762;59;12;2019-;1;-19;110,0;2019-01-19
45198;4;8;2019-;1;-19;52,0;2019-01-19
45190;4;6;2019-;1;-19;0,6;2019-01-19
45702;56;8;2019-;1;-19;68,0;2019-01-19
45690;55;44;2019-;1;-19;0,19;2019-01-19
45354;18;20;2019-;1;-19;2,4;2019-01-19
45402;24;30;2019-;1;-19;0,7;2019-01-19
45706;56;12;2019-;1;-19;163,0;2019-01-19
45358;18;30;2019-;1;-19;0,9;2019-01-19
45222;8;9;2019-;1;-19;19,0;2019-01-19
45270;11;12;2019-;1;-19;149,0;2019-01-19
45398;24;20;2019-;1;-19;1,9;2019-01-19
45714;57;1;2019-;1;-19;15,0;2019-01-19
45394;24;14;2019-;1;-19;19,0;2019-01-19
45298;16;12;2019-;1;-19;145,0;2019-01-19
45390;24;12;2019-;1;-19;43,0;2019-01-19
45682;55;42;2019-;1;-19;1,88;2019-01-19
45218;8;8;2019-;1;-19;68,0;2019-01-19
45386;24;10;2019-;1;-19;16,0;2019-01-19
45382;24;9;2019-;1;-19;17,0;2019-01-19
45282;11;35;2019-;1;-19;0,5;2019-01-19
45378;24;8;2019-;1;-19;31,0;2019-01-19
45302;16;14;2019-;1;-19;9,0;2019-01-19
45374;24;7;2019-;1;-19;8,0;2019-01-19
45214;8;7;2019-;1;-19;46,0;2019-01-19
45322;17;14;2019-;1;-19;17,0;2019-01-19
45370;24;6;2019-;1;-19;0,3;2019-01-19
45366;24;1;2019-;1;-19;4,0;2019-01-19
45210;8;6;2019-;1;-19;0,2;2019-01-19
45362;18;35;2019-;1;-19;0,7;2019-01-19
45778;60;10;2019-;1;-19;16,0;2019-01-19
45262;11;7;2019-;1;-19;54,0;2019-01-19
45590;48;9;2019-;1;-19;22,0;2019-01-19
45766;59;14;2019-;1;-19;8,0;2019-01-19
45626;50;9;2019-;1;-19;27,0;2019-01-19
45554;40;10;2019-;1;-19;19,0;2019-01-19
45642;54;8;2019-;1;-19;52,0;2019-01-19
45530;39;8;2019-;1;-19;58,0;2019-01-19
45526;39;7;2019-;1;-19;38,0;2019-01-19
45558;40;12;2019-;1;-19;105,0;2019-01-19
45458;35;14;2019-;1;-19;20,0;2019-01-19
45786;60;14;2019-;1;-19;12,0;2019-01-19
45550;40;8;2019-;1;-19;57,0;2019-01-19
45454;35;12;2019-;1;-19;88,0;2019-01-19
45486;38;1;2019-;1;-19;9,0;2019-01-19
45618;50;7;2019-;1;-19;57,0;2019-01-19
45638;54;7;2019-;1;-19;31,0;2019-01-19
45238;8;20;2019-;1;-19;2,7;2019-01-19
45294;16;8;2019-;1;-19;63,0;2019-01-19
45254;8;43;2019-;1;-19;1,96;2019-01-19
45606;49;8;2019-;1;-19;41,0;2019-01-19
45562;47;7;2019-;1;-19;28,0;2019-01-19
45522;39;6;2019-;1;-19;0,5;2019-01-19
45482;36;12;2019-;1;-19;134,0;2019-01-19
45462;36;1;2019-;1;-19;7,0;2019-01-19
45658;55;8;2019-;1;-19;67,0;2019-01-19
45474;36;8;2019-;1;-19;60,0;2019-01-19
45654;55;7;2019-;1;-19;67,0;2019-01-19
45478;36;10;2019-;1;-19;30,0;2019-01-19
45318;17;12;2019-;1;-19;97,0;2019-01-19
45542;40;1;2019-;1;-19;8,0;2019-01-19
45290;16;7;2019-;1;-19;54,0;2019-01-19
45614;49;14;2019-;1;-19;10,0;2019-01-19
45246;8;35;2019-;1;-19;0,4;2019-01-19
45650;54;14;2019-;1;-19;13,0;2019-01-19
45538;39;14;2019-;1;-19;9,0;2019-01-19
45470;36;7;2019-;1;-19;48,0;2019-01-19
45646;54;12;2019-;1;-19;100,0;2019-01-19
45534;39;12;2019-;1;-19;116,0;2019-01-19
45546;40;7;2019-;1;-19;31,0;2019-01-19
45466;36;6;2019-;1;-19;0,6;2019-01-19
45242;8;30;2019-;1;-19;1,2;2019-01-19
45250;8;42;2019-;1;-19;2,07;2019-01-19
45610;49;12;2019-;1;-19;74,0;2019-01-19
45758;59;8;2019-;1;-19;50,0;2019-01-19
45730;57;10;2019-;1;-19;17,0;2019-01-19
45734;57;12;2019-;1;-19;133,0;2019-01-19
45450;35;8;2019-;1;-19;48,0;2019-01-19
45666;55;12;2019-;1;-19;170,0;2019-01-19
45574;47;10;2019-;1;-19;24,0;2019-01-19
45502;38;10;2019-;1;-19;26,0;2019-01-19
45578;47;12;2019-;1;-19;89,0;2019-01-19
45594;48;10;2019-;1;-19;27,0;2019-01-19
45434;27;14;2019-;1;-19;8,0;2019-01-19
45738;58;7;2019-;1;-19;12,0;2019-01-19
45634;50;12;2019-;1;-19;154,0;2019-01-19
45722;57;7;2019-;1;-19;45,0;2019-01-19
45518;38;35;2019-;1;-19;0,4;2019-01-19
45506;38;12;2019-;1;-19;102,0;2019-01-19
45622;50;8;2019-;1;-19;66,0;2019-01-19
45194;4;7;2019-;1;-19;44,0;2019-01-19
45430;27;12;2019-;1;-19;98,0;2019-01-19
45630;50;10;2019-;1;-19;35,0;2019-01-19
45426;27;8;2019-;1;-19;45,0;2019-01-19
45510;38;20;2019-;1;-19;5,9;2019-01-19
45514;38;30;2019-;1;-19;0,8;2019-01-19
45586;48;8;2019-;1;-19;61,0;2019-01-19
45582;48;7;2019-;1;-19;36,0;2019-01-19
45258;8;44;2019-;1;-19;0,11;2019-01-19
45750;58;14;2019-;1;-19;26,0;2019-01-19
45726;57;8;2019-;1;-19;65,0;2019-01-19
45754;59;7;2019-;1;-19;39,0;2019-01-19
45494;38;8;2019-;1;-19;54,0;2019-01-19
45446;35;7;2019-;1;-19;26,0;2019-01-19
45662;55;10;2019-;1;-19;34,0;2019-01-19
45498;38;9;2019-;1;-19;19,0;2019-01-19
45566;47;8;2019-;1;-19;45,0;2019-01-19
45442;35;6;2019-;1;-19;0,2;2019-01-19
45746;58;12;2019-;1;-19;46,0;2019-01-19
45598;48;12;2019-;1;-19;115,0;2019-01-19
45770;60;7;2019-;1;-19;39,0;2019-01-19
45286;16;6;2019-;1;-19;0,6;2019-01-19
45234;8;14;2019-;1;-19;13,0;2019-01-19
45570;47;9;2019-;1;-19;18,0;2019-01-19
45490;38;7;2019-;1;-19;32,0;2019-01-19
45438;35;1;2019-;1;-19;13,0;2019-01-19
45314;17;8;2019-;1;-19;47,0;2019-01-19
45602;49;7;2019-;1;-19;22,0;2019-01-19
47660;8;42;2019-;1;-20;1,78;2019-01-20
48076;55;12;2019-;1;-20;50,0;2019-01-20
47828;24;44;2019-;1;-20;0,08;2019-01-20
47876;36;6;2019-;1;-20;0,3;2019-01-20
47880;36;7;2019-;1;-20;6,0;2019-01-20
47668;8;44;2019-;1;-20;0,07;2019-01-20
47664;8;43;2019-;1;-20;1,71;2019-01-20
47836;27;8;2019-;1;-20;29,0;2019-01-20
47656;8;35;2019-;1;-20;0,2;2019-01-20
48084;55;30;2019-;1;-20;0,3;2019-01-20
47628;8;8;2019-;1;-20;49,0;2019-01-20
48004;48;10;2019-;1;-20;10,0;2019-01-20
47864;35;12;2019-;1;-20;55,0;2019-01-20
47624;8;7;2019-;1;-20;9,0;2019-01-20
47848;35;1;2019-;1;-20;12,0;2019-01-20
48184;60;8;2019-;1;-20;17,0;2019-01-20
47860;35;8;2019-;1;-20;38,0;2019-01-20
47620;8;6;2019-;1;-20;0,2;2019-01-20
47852;35;6;2019-;1;-20;0,1;2019-01-20
47616;8;1;2019-;1;-20;13,0;2019-01-20
47612;4;12;2019-;1;-20;81,0;2019-01-20
48000;48;9;2019-;1;-20;8,0;2019-01-20
47856;35;7;2019-;1;-20;11,0;2019-01-20
47608;4;8;2019-;1;-20;43,0;2019-01-20
47632;8;9;2019-;1;-20;9,0;2019-01-20
47832;27;7;2019-;1;-20;9,0;2019-01-20
47844;27;14;2019-;1;-20;30,0;2019-01-20
47636;8;10;2019-;1;-20;11,0;2019-01-20
48180;60;7;2019-;1;-20;6,0;2019-01-20
48080;55;20;2019-;1;-20;0,3;2019-01-20
47652;8;30;2019-;1;-20;0,8;2019-01-20
47992;48;7;2019-;1;-20;5,0;2019-01-20
47872;36;1;2019-;1;-20;10,0;2019-01-20
47648;8;20;2019-;1;-20;1,2;2019-01-20
48012;49;7;2019-;1;-20;2,0;2019-01-20
48188;60;10;2019-;1;-20;5,0;2019-01-20
47644;8;14;2019-;1;-20;30,0;2019-01-20
47868;35;14;2019-;1;-20;34,0;2019-01-20
47996;48;8;2019-;1;-20;33,0;2019-01-20
47940;39;8;2019-;1;-20;34,0;2019-01-20
47640;8;12;2019-;1;-20;63,0;2019-01-20
47840;27;12;2019-;1;-20;43,0;2019-01-20
47932;39;6;2019-;1;-20;0,3;2019-01-20
48008;48;12;2019-;1;-20;40,0;2019-01-20
48192;60;12;2019-;1;-20;27,0;2019-01-20
48172;59;12;2019-;1;-20;21,0;2019-01-20
47824;24;43;2019-;1;-20;1,22;2019-01-20
47776;24;1;2019-;1;-20;4,0;2019-01-20
48044;50;12;2019-;1;-20;54,0;2019-01-20
47732;17;14;2019-;1;-20;33,0;2019-01-20
47728;17;12;2019-;1;-20;99,0;2019-01-20
47780;24;6;2019-;1;-20;0,2;2019-01-20
47784;24;7;2019-;1;-20;1,0;2019-01-20
47724;17;8;2019-;1;-20;42,0;2019-01-20
47736;18;1;2019-;1;-20;10,0;2019-01-20
48048;54;7;2019-;1;-20;2,0;2019-01-20
47944;39;12;2019-;1;-20;40,0;2019-01-20
48168;59;8;2019-;1;-20;17,0;2019-01-20
47720;17;7;2019-;1;-20;37,0;2019-01-20
47968;40;12;2019-;1;-20;42,0;2019-01-20
48028;50;7;2019-;1;-20;11,0;2019-01-20
47716;17;1;2019-;1;-20;5,0;2019-01-20
48052;54;8;2019-;1;-20;33,0;2019-01-20
47908;38;9;2019-;1;-20;8,0;2019-01-20
47712;16;14;2019-;1;-20;35,0;2019-01-20
48032;50;8;2019-;1;-20;37,0;2019-01-20
47924;38;30;2019-;1;-20;0,6;2019-01-20
47920;38;20;2019-;1;-20;1,4;2019-01-20
48040;50;10;2019-;1;-20;15,0;2019-01-20
47756;18;12;2019-;1;-20;57,0;2019-01-20
47952;40;1;2019-;1;-20;8,0;2019-01-20
48036;50;9;2019-;1;-20;11,0;2019-01-20
47760;18;14;2019-;1;-20;28,0;2019-01-20
47748;18;8;2019-;1;-20;39,0;2019-01-20
47772;18;35;2019-;1;-20;0,3;2019-01-20
47948;39;14;2019-;1;-20;33,0;2019-01-20
47956;40;7;2019-;1;-20;6,0;2019-01-20
47744;18;7;2019-;1;-20;11,0;2019-01-20
47764;18;20;2019-;1;-20;1,5;2019-01-20
47960;40;8;2019-;1;-20;33,0;2019-01-20
47768;18;30;2019-;1;-20;0,7;2019-01-20
47912;38;10;2019-;1;-20;10,0;2019-01-20
47740;18;6;2019-;1;-20;0,5;2019-01-20
47916;38;12;2019-;1;-20;62,0;2019-01-20
47788;24;8;2019-;1;-20;19,0;2019-01-20
47904;38;8;2019-;1;-20;39,0;2019-01-20
47708;16;12;2019-;1;-20;35,0;2019-01-20
47892;36;12;2019-;1;-20;39,0;2019-01-20
48176;59;14;2019-;1;-20;36,0;2019-01-20
47984;47;10;2019-;1;-20;9,0;2019-01-20
47684;11;20;2019-;1;-20;0,7;2019-01-20
47816;24;35;2019-;1;-20;0,1;2019-01-20
47888;36;10;2019-;1;-20;10,0;2019-01-20
48068;55;8;2019-;1;-20;38,0;2019-01-20
47688;11;30;2019-;1;-20;0,4;2019-01-20
47752;18;10;2019-;1;-20;8,0;2019-01-20
47820;24;42;2019-;1;-20;1,3;2019-01-20
47928;38;35;2019-;1;-20;0,3;2019-01-20
48016;49;8;2019-;1;-20;25,0;2019-01-20
47676;11;8;2019-;1;-20;38,0;2019-01-20
48072;55;10;2019-;1;-20;12,0;2019-01-20
47884;36;8;2019-;1;-20;30,0;2019-01-20
47672;11;7;2019-;1;-20;10,0;2019-01-20
47680;11;12;2019-;1;-20;53,0;2019-01-20
47812;24;30;2019-;1;-20;0,5;2019-01-20
47980;47;9;2019-;1;-20;7,0;2019-01-20
47692;11;35;2019-;1;-20;0,2;2019-01-20
48056;54;12;2019-;1;-20;36,0;2019-01-20
47792;24;9;2019-;1;-20;8,0;2019-01-20
47972;47;7;2019-;1;-20;4,0;2019-01-20
48024;49;14;2019-;1;-20;32,0;2019-01-20
47704;16;8;2019-;1;-20;29,0;2019-01-20
47796;24;10;2019-;1;-20;5,0;2019-01-20
47800;24;12;2019-;1;-20;21,0;2019-01-20
48196;60;14;2019-;1;-20;39,0;2019-01-20
47700;16;7;2019-;1;-20;4,0;2019-01-20
47976;47;8;2019-;1;-20;35,0;2019-01-20
47696;16;6;2019-;1;-20;0,3;2019-01-20
47804;24;14;2019-;1;-20;39,0;2019-01-20
48060;54;14;2019-;1;-20;32,0;2019-01-20
47900;38;7;2019-;1;-20;15,0;2019-01-20
47808;24;20;2019-;1;-20;0,6;2019-01-20
48020;49;12;2019-;1;-20;27,0;2019-01-20
48064;55;7;2019-;1;-20;8,0;2019-01-20
47988;47;12;2019-;1;-20;42,0;2019-01-20
47964;40;10;2019-;1;-20;6,0;2019-01-20
47896;38;1;2019-;1;-20;10,0;2019-01-20
47936;39;7;2019-;1;-20;4,0;2019-01-20
48096;55;43;2019-;1;-20;1,4;2019-01-20
48100;55;44;2019-;1;-20;0,08;2019-01-20
48104;56;6;2019-;1;-20;0,4;2019-01-20
48108;56;7;2019-;1;-20;49,0;2019-01-20
48112;56;8;2019-;1;-20;60,0;2019-01-20
47596;4;1;2019-;1;-20;14,0;2019-01-20
48164;59;7;2019-;1;-20;2,0;2019-01-20
47600;4;6;2019-;1;-20;0,5;2019-01-20
48116;56;12;2019-;1;-20;136,0;2019-01-20
48160;58;14;2019-;1;-20;45,0;2019-01-20
48120;56;14;2019-;1;-20;24,0;2019-01-20
48088;55;35;2019-;1;-20;0,1;2019-01-20
48124;57;1;2019-;1;-20;12,0;2019-01-20
48092;55;42;2019-;1;-20;1,48;2019-01-20
48144;57;12;2019-;1;-20;40,0;2019-01-20
48132;57;7;2019-;1;-20;6,0;2019-01-20
48128;57;6;2019-;1;-20;0,3;2019-01-20
48136;57;8;2019-;1;-20;31,0;2019-01-20
48156;58;12;2019-;1;-20;24,0;2019-01-20
47604;4;7;2019-;1;-20;25,0;2019-01-20
48148;58;7;2019-;1;-20;4,0;2019-01-20
48140;57;10;2019-;1;-20;4,0;2019-01-20
48152;58;8;2019-;1;-20;17,0;2019-01-20
50586;59;14;2019-;1;-21;56,0;2019-01-21
50214;24;14;2019-;1;-21;39,0;2019-01-21
50210;24;12;2019-;1;-21;36,0;2019-01-21
50206;24;10;2019-;1;-21;3,0;2019-01-21
50202;24;9;2019-;1;-21;4,0;2019-01-21
50198;24;8;2019-;1;-21;28,0;2019-01-21
50190;24;6;2019-;1;-21;0,3;2019-01-21
50186;24;1;2019-;1;-21;4,0;2019-01-21
50182;18;35;2019-;1;-21;0,5;2019-01-21
50178;18;30;2019-;1;-21;0,9;2019-01-21
50174;18;20;2019-;1;-21;3,1;2019-01-21
50170;18;14;2019-;1;-21;24,0;2019-01-21
50166;18;12;2019-;1;-21;101,0;2019-01-21
50162;18;10;2019-;1;-21;11,0;2019-01-21
50194;24;7;2019-;1;-21;5,0;2019-01-21
50218;24;20;2019-;1;-21;1,0;2019-01-21
50234;24;43;2019-;1;-21;1,2;2019-01-21
50226;24;35;2019-;1;-21;0,1;2019-01-21
50286;36;6;2019-;1;-21;0,4;2019-01-21
50282;36;1;2019-;1;-21;13,0;2019-01-21
50278;35;14;2019-;1;-21;29,0;2019-01-21
50274;35;12;2019-;1;-21;103,0;2019-01-21
50270;35;8;2019-;1;-21;55,0;2019-01-21
50266;35;7;2019-;1;-21;31,0;2019-01-21
50262;35;6;2019-;1;-21;0,2;2019-01-21
50258;35;1;2019-;1;-21;13,0;2019-01-21
50254;27;14;2019-;1;-21;43,0;2019-01-21
50250;27;12;2019-;1;-21;51,0;2019-01-21
50246;27;8;2019-;1;-21;31,0;2019-01-21
50242;27;7;2019-;1;-21;13,0;2019-01-21
50238;24;44;2019-;1;-21;0,09;2019-01-21
50158;18;8;2019-;1;-21;53,0;2019-01-21
50230;24;42;2019-;1;-21;1,29;2019-01-21
50222;24;30;2019-;1;-21;0,4;2019-01-21
50154;18;7;2019-;1;-21;31,0;2019-01-21
50142;17;14;2019-;1;-21;28,0;2019-01-21
50146;18;1;2019-;1;-21;12,0;2019-01-21
50062;8;30;2019-;1;-21;0,9;2019-01-21
50058;8;20;2019-;1;-21;2,4;2019-01-21
50054;8;14;2019-;1;-21;30,0;2019-01-21
50050;8;12;2019-;1;-21;96,0;2019-01-21
50046;8;10;2019-;1;-21;12,0;2019-01-21
50042;8;9;2019-;1;-21;7,0;2019-01-21
50038;8;8;2019-;1;-21;66,0;2019-01-21
50034;8;7;2019-;1;-21;20,0;2019-01-21
50030;8;6;2019-;1;-21;0,2;2019-01-21
50026;8;1;2019-;1;-21;13,0;2019-01-21
50022;4;12;2019-;1;-21;168,0;2019-01-21
50018;4;8;2019-;1;-21;61,0;2019-01-21
50014;4;7;2019-;1;-21;70,0;2019-01-21
50010;4;6;2019-;1;-21;0,6;2019-01-21
50006;4;1;2019-;1;-21;15,0;2019-01-21
50066;8;35;2019-;1;-21;0,3;2019-01-21
50070;8;42;2019-;1;-21;1,77;2019-01-21
50074;8;43;2019-;1;-21;1,67;2019-01-21
50078;8;44;2019-;1;-21;0,1;2019-01-21
50290;36;7;2019-;1;-21;14,0;2019-01-21
50138;17;12;2019-;1;-21;177,0;2019-01-21
50134;17;8;2019-;1;-21;63,0;2019-01-21
50130;17;7;2019-;1;-21;74,0;2019-01-21
50126;17;1;2019-;1;-21;6,0;2019-01-21
50122;16;14;2019-;1;-21;43,0;2019-01-21
50118;16;12;2019-;1;-21;48,0;2019-01-21
50150;18;6;2019-;1;-21;0,6;2019-01-21
50114;16;8;2019-;1;-21;35,0;2019-01-21
50106;16;6;2019-;1;-21;0,3;2019-01-21
50102;11;35;2019-;1;-21;0,2;2019-01-21
50098;11;30;2019-;1;-21;0,4;2019-01-21
50094;11;20;2019-;1;-21;1,3;2019-01-21
50090;11;12;2019-;1;-21;75,0;2019-01-21
50086;11;8;2019-;1;-21;44,0;2019-01-21
50082;11;7;2019-;1;-21;20,0;2019-01-21
50110;16;7;2019-;1;-21;9,0;2019-01-21
50294;36;8;2019-;1;-21;38,0;2019-01-21
50310;38;7;2019-;1;-21;33,0;2019-01-21
50302;36;12;2019-;1;-21;60,0;2019-01-21
50514;56;6;2019-;1;-21;0,5;2019-01-21
50510;55;44;2019-;1;-21;0,09;2019-01-21
50506;55;43;2019-;1;-21;1,32;2019-01-21
50502;55;42;2019-;1;-21;1,4;2019-01-21
50498;55;35;2019-;1;-21;0,1;2019-01-21
50494;55;30;2019-;1;-21;0,3;2019-01-21
50490;55;20;2019-;1;-21;0,1;2019-01-21
50486;55;12;2019-;1;-21;59,0;2019-01-21
50482;55;10;2019-;1;-21;6,0;2019-01-21
50478;55;8;2019-;1;-21;41,0;2019-01-21
50474;55;7;2019-;1;-21;12,0;2019-01-21
50470;54;14;2019-;1;-21;35,0;2019-01-21
50466;54;12;2019-;1;-21;75,0;2019-01-21
50598;60;10;2019-;1;-21;5,0;2019-01-21
50462;54;8;2019-;1;-21;48,0;2019-01-21
50518;56;7;2019-;1;-21;77,0;2019-01-21
50458;54;7;2019-;1;-21;18,0;2019-01-21
50522;56;8;2019-;1;-21;84,0;2019-01-21
50530;56;14;2019-;1;-21;18,0;2019-01-21
50590;60;7;2019-;1;-21;14,0;2019-01-21
50582;59;12;2019-;1;-21;17,0;2019-01-21
50578;59;8;2019-;1;-21;13,0;2019-01-21
50574;59;7;2019-;1;-21;3,0;2019-01-21
50570;58;14;2019-;1;-21;51,0;2019-01-21
50566;58;12;2019-;1;-21;30,0;2019-01-21
50562;58;8;2019-;1;-21;17,0;2019-01-21
50594;60;8;2019-;1;-21;28,0;2019-01-21
50558;58;7;2019-;1;-21;8,0;2019-01-21
50554;57;12;2019-;1;-21;50,0;2019-01-21
50550;57;10;2019-;1;-21;4,0;2019-01-21
50546;57;8;2019-;1;-21;35,0;2019-01-21
50542;57;7;2019-;1;-21;10,0;2019-01-21
50538;57;6;2019-;1;-21;0,3;2019-01-21
50534;57;1;2019-;1;-21;9,0;2019-01-21
50526;56;12;2019-;1;-21;202,0;2019-01-21
50298;36;10;2019-;1;-21;7,0;2019-01-21
50454;50;12;2019-;1;-21;82,0;2019-01-21
50446;50;9;2019-;1;-21;8,0;2019-01-21
50370;40;8;2019-;1;-21;42,0;2019-01-21
50366;40;7;2019-;1;-21;16,0;2019-01-21
50362;40;1;2019-;1;-21;8,0;2019-01-21
50358;39;14;2019-;1;-21;32,0;2019-01-21
50354;39;12;2019-;1;-21;96,0;2019-01-21
50350;39;8;2019-;1;-21;51,0;2019-01-21
50346;39;7;2019-;1;-21;29,0;2019-01-21
50602;60;12;2019-;1;-21;50,0;2019-01-21
50338;38;35;2019-;1;-21;0,4;2019-01-21
50334;38;30;2019-;1;-21;0,7;2019-01-21
50330;38;20;2019-;1;-21;2,2;2019-01-21
50326;38;12;2019-;1;-21;105,0;2019-01-21
50322;38;10;2019-;1;-21;10,0;2019-01-21
50318;38;9;2019-;1;-21;4,0;2019-01-21
50306;38;1;2019-;1;-21;11,0;2019-01-21
50374;40;10;2019-;1;-21;7,0;2019-01-21
50450;50;10;2019-;1;-21;14,0;2019-01-21
50378;40;12;2019-;1;-21;67,0;2019-01-21
50386;47;8;2019-;1;-21;52,0;2019-01-21
50442;50;8;2019-;1;-21;48,0;2019-01-21
50606;60;14;2019-;1;-21;41,0;2019-01-21
50438;50;7;2019-;1;-21;22,0;2019-01-21
50434;49;14;2019-;1;-21;33,0;2019-01-21
50430;49;12;2019-;1;-21;41,0;2019-01-21
50426;49;8;2019-;1;-21;35,0;2019-01-21
50422;49;7;2019-;1;-21;4,0;2019-01-21
50418;48;12;2019-;1;-21;47,0;2019-01-21
50414;48;10;2019-;1;-21;7,0;2019-01-21
50410;48;9;2019-;1;-21;4,0;2019-01-21
50406;48;8;2019-;1;-21;36,0;2019-01-21
50402;48;7;2019-;1;-21;7,0;2019-01-21
50398;47;12;2019-;1;-21;103,0;2019-01-21
50394;47;10;2019-;1;-21;15,0;2019-01-21
50390;47;9;2019-;1;-21;8,0;2019-01-21
50382;47;7;2019-;1;-21;34,0;2019-01-21
50342;39;6;2019-;1;-21;0,4;2019-01-21
50314;38;8;2019-;1;-21;55,0;2019-01-21
52868;54;7;2019-;1;-22;20,0;2019-01-22
52944;57;1;2019-;1;-22;10,0;2019-01-22
52848;50;7;2019-;1;-22;36,0;2019-01-22
52588;18;30;2019-;1;-22;0,8;2019-01-22
52844;49;14;2019-;1;-22;22,0;2019-01-22
52948;57;6;2019-;1;-22;0,3;2019-01-22
52952;57;7;2019-;1;-22;19,0;2019-01-22
52840;49;12;2019-;1;-22;70,0;2019-01-22
52592;18;35;2019-;1;-22;0,7;2019-01-22
52956;57;8;2019-;1;-22;48,0;2019-01-22
52960;57;10;2019-;1;-22;9,0;2019-01-22
52596;24;1;2019-;1;-22;4,0;2019-01-22
52964;57;12;2019-;1;-22;77,0;2019-01-22
52836;49;8;2019-;1;-22;42,0;2019-01-22
52968;58;7;2019-;1;-22;7,0;2019-01-22
52832;49;7;2019-;1;-22;18,0;2019-01-22
52972;58;8;2019-;1;-22;15,0;2019-01-22
52828;48;12;2019-;1;-22;79,0;2019-01-22
52976;58;12;2019-;1;-22;25,0;2019-01-22
52980;58;14;2019-;1;-22;43,0;2019-01-22
52600;24;6;2019-;1;-22;0,2;2019-01-22
52824;48;10;2019-;1;-22;12,0;2019-01-22
52604;24;7;2019-;1;-22;3,0;2019-01-22
52984;59;7;2019-;1;-22;27,0;2019-01-22
52988;59;8;2019-;1;-22;47,0;2019-01-22
52820;48;9;2019-;1;-22;8,0;2019-01-22
52416;4;1;2019-;1;-22;14,0;2019-01-22
52420;4;6;2019-;1;-22;0,5;2019-01-22
