;ESTACION;MAGNITUD;ANO;MES;DIA;VALOR;FECHA
0;4;1;2018-;1;-01;1,0;2018-01-01
576;24;8;2018-;1;-01;6,0;2018-01-01
588;24;9;2018-;1;-01;5,0;2018-01-01
594;24;10;2018-;1;-01;11,0;2018-01-01
606;24;12;2018-;1;-01;8,0;2018-01-01
618;24;14;2018-;1;-01;64,0;2018-01-01
630;24;20;2018-;1;-01;0,2;2018-01-01
642;24;30;2018-;1;-01;0,3;2018-01-01
654;24;35;2018-;1;-01;0,1;2018-01-01
666;24;42;2018-;1;-01;1,15;2018-01-01
678;24;43;2018-;1;-01;1,12;2018-01-01
690;24;44;2018-;1;-01;0,03;2018-01-01
702;27;7;2018-;1;-01;4,0;2018-01-01
714;27;8;2018-;1;-01;27,0;2018-01-01
726;27;12;2018-;1;-01;33,0;2018-01-01
738;27;14;2018-;1;-01;47,0;2018-01-01
750;35;1;2018-;1;-01;6,0;2018-01-01
762;35;6;2018-;1;-01;0,4;2018-01-01
930;38;9;2018-;1;-01;3,0;2018-01-01
918;38;8;2018-;1;-01;20,0;2018-01-01
906;38;7;2018-;1;-01;5,0;2018-01-01
894;38;1;2018-;1;-01;4,0;2018-01-01
882;36;12;2018-;1;-01;36,0;2018-01-01
870;36;10;2018-;1;-01;16,0;2018-01-01
564;24;7;2018-;1;-01;1,0;2018-01-01
858;36;8;2018-;1;-01;29,0;2018-01-01
834;36;6;2018-;1;-01;0,2;2018-01-01
822;36;1;2018-;1;-01;8,0;2018-01-01
810;35;14;2018-;1;-01;29,0;2018-01-01
798;35;12;2018-;1;-01;31,0;2018-01-01
786;35;8;2018-;1;-01;26,0;2018-01-01
774;35;7;2018-;1;-01;3,0;2018-01-01
846;36;7;2018-;1;-01;5,0;2018-01-01
942;38;10;2018-;1;-01;6,0;2018-01-01
552;24;6;2018-;1;-01;0,2;2018-01-01
528;18;35;2018-;1;-01;0,1;2018-01-01
168;8;30;2018-;1;-01;0,5;2018-01-01
180;8;35;2018-;1;-01;0,1;2018-01-01
192;8;42;2018-;1;-01;1,41;2018-01-01
204;8;43;2018-;1;-01;1,39;2018-01-01
216;8;44;2018-;1;-01;0,03;2018-01-01
228;11;7;2018-;1;-01;3,0;2018-01-01
240;11;8;2018-;1;-01;24,0;2018-01-01
252;11;12;2018-;1;-01;29,0;2018-01-01
264;11;20;2018-;1;-01;0,2;2018-01-01
276;11;30;2018-;1;-01;0,2;2018-01-01
288;11;35;2018-;1;-01;0,1;2018-01-01
300;16;6;2018-;1;-01;0,3;2018-01-01
312;16;7;2018-;1;-01;3,0;2018-01-01
324;16;8;2018-;1;-01;31,0;2018-01-01
336;16;12;2018-;1;-01;36,0;2018-01-01
348;16;14;2018-;1;-01;46,0;2018-01-01
360;17;1;2018-;1;-01;3,0;2018-01-01
1074;40;7;2018-;1;-01;4,0;2018-01-01
516;18;30;2018-;1;-01;0,5;2018-01-01
504;18;20;2018-;1;-01;0,5;2018-01-01
492;18;14;2018-;1;-01;51,0;2018-01-01
480;18;12;2018-;1;-01;33,0;2018-01-01
468;18;10;2018-;1;-01;23,0;2018-01-01
540;24;1;2018-;1;-01;3,0;2018-01-01
456;18;8;2018-;1;-01;24,0;2018-01-01
432;18;6;2018-;1;-01;0,3;2018-01-01
420;18;1;2018-;1;-01;6,0;2018-01-01
408;17;14;2018-;1;-01;47,0;2018-01-01
396;17;12;2018-;1;-01;26,0;2018-01-01
384;17;8;2018-;1;-01;22,0;2018-01-01
372;17;7;2018-;1;-01;3,0;2018-01-01
444;18;7;2018-;1;-01;6,0;2018-01-01
156;8;20;2018-;1;-01;0,7;2018-01-01
954;38;12;2018-;1;-01;27,0;2018-01-01
978;38;30;2018-;1;-01;0,3;2018-01-01
1410;55;8;2018-;1;-01;28,0;2018-01-01
1398;55;7;2018-;1;-01;3,0;2018-01-01
1386;54;14;2018-;1;-01;53,0;2018-01-01
1026;39;8;2018-;1;-01;25,0;2018-01-01
1374;54;12;2018-;1;-01;17,0;2018-01-01
1362;54;8;2018-;1;-01;15,0;2018-01-01
1350;54;7;2018-;1;-01;2,0;2018-01-01
1338;50;12;2018-;1;-01;39,0;2018-01-01
1326;50;10;2018-;1;-01;5,0;2018-01-01
1314;50;9;2018-;1;-01;4,0;2018-01-01
1302;50;8;2018-;1;-01;23,0;2018-01-01
1290;50;7;2018-;1;-01;10,0;2018-01-01
1278;49;14;2018-;1;-01;48,0;2018-01-01
1266;49;12;2018-;1;-01;23,0;2018-01-01
1254;49;8;2018-;1;-01;21,0;2018-01-01
1038;39;12;2018-;1;-01;33,0;2018-01-01
1242;49;7;2018-;1;-01;1,0;2018-01-01
1086;40;8;2018-;1;-01;26,0;2018-01-01
1098;40;10;2018-;1;-01;17,0;2018-01-01
1110;40;12;2018-;1;-01;32,0;2018-01-01
1050;39;14;2018-;1;-01;51,0;2018-01-01
1122;47;7;2018-;1;-01;2,0;2018-01-01
1134;47;8;2018-;1;-01;24,0;2018-01-01
1422;55;10;2018-;1;-01;13,0;2018-01-01
1146;47;9;2018-;1;-01;6,0;2018-01-01
1170;47;12;2018-;1;-01;28,0;2018-01-01
1182;48;7;2018-;1;-01;3,0;2018-01-01
1194;48;8;2018-;1;-01;30,0;2018-01-01
1206;48;9;2018-;1;-01;3,0;2018-01-01
1218;48;10;2018-;1;-01;7,0;2018-01-01
1230;48;12;2018-;1;-01;36,0;2018-01-01
1158;47;10;2018-;1;-01;16,0;2018-01-01
966;38;20;2018-;1;-01;0,4;2018-01-01
1434;55;12;2018-;1;-01;33,0;2018-01-01
1458;55;30;2018-;1;-01;0,5;2018-01-01
1794;60;14;2018-;1;-01;61,0;2018-01-01
1782;60;12;2018-;1;-01;19,0;2018-01-01
990;38;35;2018-;1;-01;0,2;2018-01-01
1770;60;10;2018-;1;-01;16,0;2018-01-01
1758;60;8;2018-;1;-01;16,0;2018-01-01
1746;60;7;2018-;1;-01;2,0;2018-01-01
1734;59;14;2018-;1;-01;56,0;2018-01-01
1722;59;12;2018-;1;-01;22,0;2018-01-01
1710;59;8;2018-;1;-01;18,0;2018-01-01
1698;59;7;2018-;1;-01;2,0;2018-01-01
1686;58;14;2018-;1;-01;68,0;2018-01-01
1674;58;12;2018-;1;-01;7,0;2018-01-01
1662;58;8;2018-;1;-01;5,0;2018-01-01
1650;58;7;2018-;1;-01;1,0;2018-01-01
1002;39;6;2018-;1;-01;0,3;2018-01-01
1638;57;12;2018-;1;-01;20,0;2018-01-01
1626;57;10;2018-;1;-01;13,0;2018-01-01
1470;55;35;2018-;1;-01;0,1;2018-01-01
1482;55;42;2018-;1;-01;1,22;2018-01-01
1494;55;43;2018-;1;-01;1,17;2018-01-01
1506;55;44;2018-;1;-01;0,05;2018-01-01
1014;39;7;2018-;1;-01;5,0;2018-01-01
1518;56;6;2018-;1;-01;0,2;2018-01-01
1446;55;20;2018-;1;-01;0,9;2018-01-01
1530;56;7;2018-;1;-01;15,0;2018-01-01
1554;56;12;2018-;1;-01;54,0;2018-01-01
1566;56;14;2018-;1;-01;49,0;2018-01-01
1578;57;1;2018-;1;-01;3,0;2018-01-01
1590;57;6;2018-;1;-01;0,3;2018-01-01
1602;57;7;2018-;1;-01;2,0;2018-01-01
1614;57;8;2018-;1;-01;17,0;2018-01-01
1542;56;8;2018-;1;-01;30,0;2018-01-01
144;8;14;2018-;1;-01;38,0;2018-01-01
1062;40;1;2018-;1;-01;2,0;2018-01-01
96;8;8;2018-;1;-01;47,0;2018-01-01
12;4;6;2018-;1;-01;0,3;2018-01-01
24;4;7;2018-;1;-01;2,0;2018-01-01
36;4;8;2018-;1;-01;21,0;2018-01-01
48;4;12;2018-;1;-01;24,0;2018-01-01
60;8;1;2018-;1;-01;3,0;2018-01-01
84;8;7;2018-;1;-01;13,0;2018-01-01
120;8;10;2018-;1;-01;9,0;2018-01-01
132;8;12;2018-;1;-01;66,0;2018-01-01
108;8;9;2018-;1;-01;5,0;2018-01-01
72;8;6;2018-;1;-01;0,3;2018-01-01
3616;48;9;2018-;1;-02;5,0;2018-01-02
3724;50;9;2018-;1;-02;5,0;2018-01-02
3592;48;7;2018-;1;-02;14,0;2018-01-02
3580;47;12;2018-;1;-02;39,0;2018-01-02
3628;48;10;2018-;1;-02;9,0;2018-01-02
3604;48;8;2018-;1;-02;40,0;2018-01-02
3640;48;12;2018-;1;-02;60,0;2018-01-02
3700;50;7;2018-;1;-02;27,0;2018-01-02
3664;49;8;2018-;1;-02;28,0;2018-01-02
3676;49;12;2018-;1;-02;34,0;2018-01-02
3688;49;14;2018-;1;-02;41,0;2018-01-02
3568;47;10;2018-;1;-02;10,0;2018-01-02
3712;50;8;2018-;1;-02;38,0;2018-01-02
3736;50;10;2018-;1;-02;6,0;2018-01-02
3748;50;12;2018-;1;-02;80,0;2018-01-02
3652;49;7;2018-;1;-02;4,0;2018-01-02
3556;47;9;2018-;1;-02;5,0;2018-01-02
3472;40;1;2018-;1;-02;3,0;2018-01-02
3532;47;7;2018-;1;-02;4,0;2018-01-02
3352;38;10;2018-;1;-02;7,0;2018-01-02
3364;38;12;2018-;1;-02;42,0;2018-01-02
3376;38;20;2018-;1;-02;0,8;2018-01-02
3388;38;30;2018-;1;-02;0,4;2018-01-02
3400;38;35;2018-;1;-02;0,3;2018-01-02
3412;39;6;2018-;1;-02;0,3;2018-01-02
3544;47;8;2018-;1;-02;32,0;2018-01-02
3424;39;7;2018-;1;-02;16,0;2018-01-02
3448;39;12;2018-;1;-02;59,0;2018-01-02
3460;39;14;2018-;1;-02;43,0;2018-01-02
3760;54;7;2018-;1;-02;6,0;2018-01-02
3496;40;8;2018-;1;-02;39,0;2018-01-02
3508;40;10;2018-;1;-02;18,0;2018-01-02
3520;40;12;2018-;1;-02;58,0;2018-01-02
3436;39;8;2018-;1;-02;36,0;2018-01-02
3772;54;8;2018-;1;-02;31,0;2018-01-02
3832;55;10;2018-;1;-02;16,0;2018-01-02
3796;54;14;2018-;1;-02;38,0;2018-01-02
4036;57;10;2018-;1;-02;13,0;2018-01-02
4048;57;12;2018-;1;-02;38,0;2018-01-02
4060;58;7;2018-;1;-02;3,0;2018-01-02
4072;58;8;2018-;1;-02;12,0;2018-01-02
4084;58;12;2018-;1;-02;17,0;2018-01-02
4096;58;14;2018-;1;-02;58,0;2018-01-02
4108;59;7;2018-;1;-02;5,0;2018-01-02
4120;59;8;2018-;1;-02;28,0;2018-01-02
4132;59;12;2018-;1;-02;35,0;2018-01-02
4144;59;14;2018-;1;-02;47,0;2018-01-02
4156;60;7;2018-;1;-02;6,0;2018-01-02
4168;60;8;2018-;1;-02;27,0;2018-01-02
4180;60;10;2018-;1;-02;14,0;2018-01-02
4192;60;12;2018-;1;-02;35,0;2018-01-02
4204;60;14;2018-;1;-02;54,0;2018-01-02
4024;57;8;2018-;1;-02;28,0;2018-01-02
3784;54;12;2018-;1;-02;40,0;2018-01-02
4012;57;7;2018-;1;-02;7,0;2018-01-02
3988;57;1;2018-;1;-02;1,0;2018-01-02
3808;55;7;2018-;1;-02;16,0;2018-01-02
3820;55;8;2018-;1;-02;41,0;2018-01-02
3340;38;9;2018-;1;-02;4,0;2018-01-02
3844;55;12;2018-;1;-02;66,0;2018-01-02
3856;55;20;2018-;1;-02;2,2;2018-01-02
3868;55;30;2018-;1;-02;0,7;2018-01-02
3880;55;35;2018-;1;-02;0,1;2018-01-02
3892;55;42;2018-;1;-02;1,24;2018-01-02
3904;55;43;2018-;1;-02;1,19;2018-01-02
3916;55;44;2018-;1;-02;0,05;2018-01-02
3928;56;6;2018-;1;-02;0,3;2018-01-02
3940;56;7;2018-;1;-02;33,0;2018-01-02
3952;56;8;2018-;1;-02;46,0;2018-01-02
3964;56;12;2018-;1;-02;96,0;2018-01-02
3976;56;14;2018-;1;-02;37,0;2018-01-02
4000;57;6;2018-;1;-02;0,3;2018-01-02
3328;38;8;2018-;1;-02;28,0;2018-01-02
3484;40;7;2018-;1;-02;13,0;2018-01-02
3304;38;1;2018-;1;-02;4,0;2018-01-02
2650;11;8;2018-;1;-02;35,0;2018-01-02
2662;11;12;2018-;1;-02;49,0;2018-01-02
3316;38;7;2018-;1;-02;9,0;2018-01-02
2686;11;30;2018-;1;-02;0,3;2018-01-02
2698;11;35;2018-;1;-02;0,1;2018-01-02
2710;16;6;2018-;1;-02;0,3;2018-01-02
2722;16;7;2018-;1;-02;10,0;2018-01-02
2638;11;7;2018-;1;-02;9,0;2018-01-02
2734;16;8;2018-;1;-02;39,0;2018-01-02
2758;16;14;2018-;1;-02;40,0;2018-01-02
2770;17;1;2018-;1;-02;3,0;2018-01-02
2782;17;7;2018-;1;-02;11,0;2018-01-02
2794;17;8;2018-;1;-02;36,0;2018-01-02
2806;17;12;2018-;1;-02;53,0;2018-01-02
2818;17;14;2018-;1;-02;35,0;2018-01-02
2830;18;1;2018-;1;-02;6,0;2018-01-02
2746;16;12;2018-;1;-02;55,0;2018-01-02
2842;18;6;2018-;1;-02;0,3;2018-01-02
2626;8;44;2018-;1;-02;0,04;2018-01-02
2602;8;42;2018-;1;-02;1,43;2018-01-02
2410;4;1;2018-;1;-02;1,0;2018-01-02
2422;4;6;2018-;1;-02;0,3;2018-01-02
2434;4;7;2018-;1;-02;6,0;2018-01-02
2446;4;8;2018-;1;-02;29,0;2018-01-02
2458;4;12;2018-;1;-02;38,0;2018-01-02
2470;8;1;2018-;1;-02;3,0;2018-01-02
2482;8;6;2018-;1;-02;0,4;2018-01-02
2614;8;43;2018-;1;-02;1,39;2018-01-02
2494;8;7;2018-;1;-02;27,0;2018-01-02
2518;8;9;2018-;1;-02;6,0;2018-01-02
2530;8;10;2018-;1;-02;10,0;2018-01-02
2542;8;12;2018-;1;-02;96,0;2018-01-02
2554;8;14;2018-;1;-02;33,0;2018-01-02
2566;8;20;2018-;1;-02;1,7;2018-01-02
2578;8;30;2018-;1;-02;0,8;2018-01-02
2590;8;35;2018-;1;-02;0,3;2018-01-02
2506;8;8;2018-;1;-02;54,0;2018-01-02
2854;18;7;2018-;1;-02;7,0;2018-01-02
2674;11;20;2018-;1;-02;0,8;2018-01-02
2878;18;10;2018-;1;-02;7,0;2018-01-02
3112;27;7;2018-;1;-02;11,0;2018-01-02
3124;27;8;2018-;1;-02;37,0;2018-01-02
3136;27;12;2018-;1;-02;55,0;2018-01-02
3148;27;14;2018-;1;-02;40,0;2018-01-02
3160;35;1;2018-;1;-02;6,0;2018-01-02
3172;35;6;2018-;1;-02;0,6;2018-01-02
3184;35;7;2018-;1;-02;5,0;2018-01-02
3100;24;44;2018-;1;-02;0,02;2018-01-02
3196;35;8;2018-;1;-02;32,0;2018-01-02
3220;35;14;2018-;1;-02;25,0;2018-01-02
3232;36;1;2018-;1;-02;9,0;2018-01-02
3244;36;6;2018-;1;-02;0,3;2018-01-02
3256;36;7;2018-;1;-02;13,0;2018-01-02
2866;18;8;2018-;1;-02;32,0;2018-01-02
3280;36;10;2018-;1;-02;16,0;2018-01-02
3292;36;12;2018-;1;-02;59,0;2018-01-02
3208;35;12;2018-;1;-02;40,0;2018-01-02
3088;24;43;2018-;1;-02;1,12;2018-01-02
3268;36;8;2018-;1;-02;40,0;2018-01-02
3064;24;35;2018-;1;-02;0,1;2018-01-02
3076;24;42;2018-;1;-02;1,14;2018-01-02
2890;18;12;2018-;1;-02;44,0;2018-01-02
2914;18;20;2018-;1;-02;1,0;2018-01-02
2926;18;30;2018-;1;-02;0,3;2018-01-02
2902;18;14;2018-;1;-02;42,0;2018-01-02
2938;18;35;2018-;1;-02;0,1;2018-01-02
2962;24;6;2018-;1;-02;0,2;2018-01-02
2974;24;7;2018-;1;-02;2,0;2018-01-02
2950;24;1;2018-;1;-02;3,0;2018-01-02
2998;24;9;2018-;1;-02;5,0;2018-01-02
3004;24;10;2018-;1;-02;10,0;2018-01-02
3016;24;12;2018-;1;-02;13,0;2018-01-02
3028;24;14;2018-;1;-02;58,0;2018-01-02
3040;24;20;2018-;1;-02;0,4;2018-01-02
3052;24;30;2018-;1;-02;0,3;2018-01-02
2986;24;8;2018-;1;-02;11,0;2018-01-02
6038;48;10;2018-;1;-03;10,0;2018-01-03
5990;47;12;2018-;1;-03;67,0;2018-01-03
6002;48;7;2018-;1;-03;22,0;2018-01-03
6014;48;8;2018-;1;-03;43,0;2018-01-03
6026;48;9;2018-;1;-03;8,0;2018-01-03
6050;48;12;2018-;1;-03;76,0;2018-01-03
6122;50;8;2018-;1;-03;39,0;2018-01-03
6074;49;8;2018-;1;-03;30,0;2018-01-03
6086;49;12;2018-;1;-03;47,0;2018-01-03
6098;49;14;2018-;1;-03;16,0;2018-01-03
6110;50;7;2018-;1;-03;36,0;2018-01-03
5978;47;10;2018-;1;-03;11,0;2018-01-03
6134;50;9;2018-;1;-03;7,0;2018-01-03
6146;50;10;2018-;1;-03;9,0;2018-01-03
6062;49;7;2018-;1;-03;11,0;2018-01-03
5966;47;9;2018-;1;-03;8,0;2018-01-03
5882;40;1;2018-;1;-03;2,0;2018-01-03
5942;47;7;2018-;1;-03;19,0;2018-01-03
6158;50;12;2018-;1;-03;94,0;2018-01-03
5762;38;10;2018-;1;-03;9,0;2018-01-03
5774;38;12;2018-;1;-03;63,0;2018-01-03
5786;38;20;2018-;1;-03;1,4;2018-01-03
5798;38;30;2018-;1;-03;0,5;2018-01-03
5810;38;35;2018-;1;-03;0,4;2018-01-03
5822;39;6;2018-;1;-03;0,3;2018-01-03
5834;39;7;2018-;1;-03;24,0;2018-01-03
5846;39;8;2018-;1;-03;39,0;2018-01-03
5858;39;12;2018-;1;-03;75,0;2018-01-03
5870;39;14;2018-;1;-03;19,0;2018-01-03
5894;40;7;2018-;1;-03;19,0;2018-01-03
5906;40;8;2018-;1;-03;41,0;2018-01-03
5918;40;10;2018-;1;-03;15,0;2018-01-03
5930;40;12;2018-;1;-03;71,0;2018-01-03
5954;47;8;2018-;1;-03;38,0;2018-01-03
6170;54;7;2018-;1;-03;12,0;2018-01-03
5360;24;1;2018-;1;-03;33,0;2018-01-03
6194;54;12;2018-;1;-03;49,0;2018-01-03
6446;57;10;2018-;1;-03;13,0;2018-01-03
6458;57;12;2018-;1;-03;79,0;2018-01-03
6470;58;7;2018-;1;-03;4,0;2018-01-03
6482;58;8;2018-;1;-03;15,0;2018-01-03
6494;58;12;2018-;1;-03;21,0;2018-01-03
6506;58;14;2018-;1;-03;34,0;2018-01-03
6518;59;7;2018-;1;-03;25,0;2018-01-03
6434;57;8;2018-;1;-03;42,0;2018-01-03
6530;59;8;2018-;1;-03;43,0;2018-01-03
6554;59;14;2018-;1;-03;11,0;2018-01-03
6566;60;7;2018-;1;-03;16,0;2018-01-03
6578;60;8;2018-;1;-03;35,0;2018-01-03
6590;60;10;2018-;1;-03;12,0;2018-01-03
6602;60;12;2018-;1;-03;59,0;2018-01-03
6614;60;14;2018-;1;-03;25,0;2018-01-03
5750;38;9;2018-;1;-03;7,0;2018-01-03
6542;59;12;2018-;1;-03;81,0;2018-01-03
6182;54;8;2018-;1;-03;31,0;2018-01-03
6422;57;7;2018-;1;-03;24,0;2018-01-03
6398;57;1;2018-;1;-03;3,0;2018-01-03
6206;54;14;2018-;1;-03;22,0;2018-01-03
6218;55;7;2018-;1;-03;34,0;2018-01-03
6230;55;8;2018-;1;-03;54,0;2018-01-03
6242;55;10;2018-;1;-03;19,0;2018-01-03
6254;55;12;2018-;1;-03;105,0;2018-01-03
6266;55;20;2018-;1;-03;3,2;2018-01-03
6278;55;30;2018-;1;-03;0,9;2018-01-03
6410;57;6;2018-;1;-03;0,4;2018-01-03
6290;55;35;2018-;1;-03;0,1;2018-01-03
6314;55;43;2018-;1;-03;1,34;2018-01-03
6326;55;44;2018-;1;-03;0,04;2018-01-03
6338;56;6;2018-;1;-03;0,4;2018-01-03
6350;56;7;2018-;1;-03;54,0;2018-01-03
6362;56;8;2018-;1;-03;51,0;2018-01-03
6374;56;12;2018-;1;-03;134,0;2018-01-03
6386;56;14;2018-;1;-03;19,0;2018-01-03
6302;55;42;2018-;1;-03;1,38;2018-01-03
5738;38;8;2018-;1;-03;35,0;2018-01-03
5060;11;8;2018-;1;-03;45,0;2018-01-03
5714;38;1;2018-;1;-03;3,0;2018-01-03
5072;11;12;2018-;1;-03;86,0;2018-01-03
5084;11;20;2018-;1;-03;1,6;2018-01-03
5096;11;30;2018-;1;-03;0,5;2018-01-03
5108;11;35;2018-;1;-03;0,2;2018-01-03
5120;16;6;2018-;1;-03;0,4;2018-01-03
5132;16;7;2018-;1;-03;33,0;2018-01-03
5144;16;8;2018-;1;-03;47,0;2018-01-03
5156;16;12;2018-;1;-03;98,0;2018-01-03
5168;16;14;2018-;1;-03;15,0;2018-01-03
5180;17;1;2018-;1;-03;4,0;2018-01-03
5192;17;7;2018-;1;-03;15,0;2018-01-03
5204;17;8;2018-;1;-03;34,0;2018-01-03
5216;17;12;2018-;1;-03;57,0;2018-01-03
5228;17;14;2018-;1;-03;20,0;2018-01-03
5240;18;1;2018-;1;-03;6,0;2018-01-03
5048;11;7;2018-;1;-03;27,0;2018-01-03
5036;8;44;2018-;1;-03;0,04;2018-01-03
5024;8;43;2018-;1;-03;1,41;2018-01-03
5012;8;42;2018-;1;-03;1,45;2018-01-03
4820;4;1;2018-;1;-03;2,0;2018-01-03
4832;4;6;2018-;1;-03;0,4;2018-01-03
4844;4;7;2018-;1;-03;18,0;2018-01-03
4856;4;8;2018-;1;-03;35,0;2018-01-03
4868;4;12;2018-;1;-03;63,0;2018-01-03
4880;8;1;2018-;1;-03;3,0;2018-01-03
4892;8;6;2018-;1;-03;0,4;2018-01-03
5252;18;6;2018-;1;-03;0,3;2018-01-03
4904;8;7;2018-;1;-03;41,0;2018-01-03
4928;8;9;2018-;1;-03;7,0;2018-01-03
4940;8;10;2018-;1;-03;9,0;2018-01-03
4952;8;12;2018-;1;-03;115,0;2018-01-03
4964;8;14;2018-;1;-03;17,0;2018-01-03
4976;8;20;2018-;1;-03;2,4;2018-01-03
4988;8;30;2018-;1;-03;0,9;2018-01-03
5726;38;7;2018-;1;-03;18,0;2018-01-03
4916;8;8;2018-;1;-03;52,0;2018-01-03
5264;18;7;2018-;1;-03;18,0;2018-01-03
5000;8;35;2018-;1;-03;0,4;2018-01-03
5288;18;10;2018-;1;-03;8,0;2018-01-03
5522;27;7;2018-;1;-03;32,0;2018-01-03
5534;27;8;2018-;1;-03;54,0;2018-01-03
5546;27;12;2018-;1;-03;103,0;2018-01-03
5558;27;14;2018-;1;-03;7,0;2018-01-03
5570;35;1;2018-;1;-03;6,0;2018-01-03
5582;35;6;2018-;1;-03;0,4;2018-01-03
5594;35;7;2018-;1;-03;11,0;2018-01-03
5618;35;12;2018-;1;-03;51,0;2018-01-03
5630;35;14;2018-;1;-03;10,0;2018-01-03
5642;36;1;2018-;1;-03;10,0;2018-01-03
5654;36;6;2018-;1;-03;0,3;2018-01-03
5666;36;7;2018-;1;-03;24,0;2018-01-03
5678;36;8;2018-;1;-03;43,0;2018-01-03
5276;18;8;2018-;1;-03;37,0;2018-01-03
5690;36;10;2018-;1;-03;16,0;2018-01-03
5510;24;44;2018-;1;-03;0,02;2018-01-03
5498;24;43;2018-;1;-03;1,12;2018-01-03
5606;35;8;2018-;1;-03;34,0;2018-01-03
5474;24;35;2018-;1;-03;0,1;2018-01-03
5312;18;14;2018-;1;-03;18,0;2018-01-03
5486;24;42;2018-;1;-03;1,13;2018-01-03
5324;18;20;2018-;1;-03;1,7;2018-01-03
5336;18;30;2018-;1;-03;0,4;2018-01-03
5348;18;35;2018-;1;-03;0,2;2018-01-03
5372;24;6;2018-;1;-03;0,2;2018-01-03
5384;24;7;2018-;1;-03;4,0;2018-01-03
5300;18;12;2018-;1;-03;65,0;2018-01-03
5408;24;9;2018-;1;-03;6,0;2018-01-03
5414;24;10;2018-;1;-03;8,0;2018-01-03
5426;24;12;2018-;1;-03;19,0;2018-01-03
5438;24;14;2018-;1;-03;31,0;2018-01-03
5450;24;20;2018-;1;-03;0,9;2018-01-03
5702;36;12;2018-;1;-03;80,0;2018-01-03
5396;24;8;2018-;1;-03;14,0;2018-01-03
5462;24;30;2018-;1;-03;0,4;2018-01-03
8052;36;1;2018-;1;-04;9,0;2018-01-04
7980;35;1;2018-;1;-04;5,0;2018-01-04
7992;35;6;2018-;1;-04;0,1;2018-01-04
8028;35;12;2018-;1;-04;35,0;2018-01-04
8016;35;8;2018-;1;-04;26,0;2018-01-04
8040;35;14;2018-;1;-04;14,0;2018-01-04
7968;27;14;2018-;1;-04;6,0;2018-01-04
8004;35;7;2018-;1;-04;5,0;2018-01-04
7956;27;12;2018-;1;-04;72,0;2018-01-04
7860;24;20;2018-;1;-04;0,3;2018-01-04
7932;27;7;2018-;1;-04;20,0;2018-01-04
7920;24;44;2018-;1;-04;0,02;2018-01-04
7908;24;43;2018-;1;-04;1,1;2018-01-04
7884;24;35;2018-;1;-04;0,1;2018-01-04
7872;24;30;2018-;1;-04;0,2;2018-01-04
7848;24;14;2018-;1;-04;35,0;2018-01-04
7836;24;12;2018-;1;-04;8,0;2018-01-04
7824;24;10;2018-;1;-04;6,0;2018-01-04
8064;36;6;2018-;1;-04;0,2;2018-01-04
7944;27;8;2018-;1;-04;41,0;2018-01-04
8076;36;7;2018-;1;-04;13,0;2018-01-04
8280;39;14;2018-;1;-04;20,0;2018-01-04
8100;36;10;2018-;1;-04;12,0;2018-01-04
8364;47;8;2018-;1;-04;29,0;2018-01-04
7818;24;9;2018-;1;-04;5,0;2018-01-04
8352;47;7;2018-;1;-04;5,0;2018-01-04
8340;40;12;2018-;1;-04;51,0;2018-01-04
8328;40;10;2018-;1;-04;13,0;2018-01-04
8316;40;8;2018-;1;-04;34,0;2018-01-04
8304;40;7;2018-;1;-04;11,0;2018-01-04
8292;40;1;2018-;1;-04;2,0;2018-01-04
8268;39;12;2018-;1;-04;64,0;2018-01-04
8256;39;8;2018-;1;-04;35,0;2018-01-04
8088;36;8;2018-;1;-04;38,0;2018-01-04
8244;39;7;2018-;1;-04;19,0;2018-01-04
8220;38;35;2018-;1;-04;0,3;2018-01-04
8208;38;30;2018-;1;-04;0,4;2018-01-04
8196;38;20;2018-;1;-04;2,6;2018-01-04
8184;38;12;2018-;1;-04;44,0;2018-01-04
8172;38;10;2018-;1;-04;7,0;2018-01-04
8160;38;9;2018-;1;-04;6,0;2018-01-04
8148;38;8;2018-;1;-04;27,0;2018-01-04
8136;38;7;2018-;1;-04;11,0;2018-01-04
8124;38;1;2018-;1;-04;3,0;2018-01-04
8112;36;12;2018-;1;-04;58,0;2018-01-04
8232;39;6;2018-;1;-04;0,3;2018-01-04
7806;24;8;2018-;1;-04;7,0;2018-01-04
7896;24;42;2018-;1;-04;1,11;2018-01-04
7782;24;6;2018-;1;-04;0,2;2018-01-04
7458;11;7;2018-;1;-04;7,0;2018-01-04
7446;8;44;2018-;1;-04;0,04;2018-01-04
7434;8;43;2018-;1;-04;1,37;2018-01-04
7422;8;42;2018-;1;-04;1,41;2018-01-04
7410;8;35;2018-;1;-04;0,3;2018-01-04
7398;8;30;2018-;1;-04;0,8;2018-01-04
7386;8;20;2018-;1;-04;2,0;2018-01-04
7374;8;14;2018-;1;-04;17,0;2018-01-04
7362;8;12;2018-;1;-04;99,0;2018-01-04
7350;8;10;2018-;1;-04;10,0;2018-01-04
7338;8;9;2018-;1;-04;7,0;2018-01-04
7326;8;8;2018-;1;-04;50,0;2018-01-04
7314;8;7;2018-;1;-04;32,0;2018-01-04
7302;8;6;2018-;1;-04;0,4;2018-01-04
7290;8;1;2018-;1;-04;3,0;2018-01-04
7278;4;12;2018-;1;-04;38,0;2018-01-04
7266;4;8;2018-;1;-04;26,0;2018-01-04
7254;4;7;2018-;1;-04;8,0;2018-01-04
